Name,Addr
스타벅스 르네상스사거리점,서울 강남구 테헤란로 306 카이트타워 1층
스타벅스 건대스타시티,"서울 광진구 아차산로 272 1층 19,20,21호"
스타벅스 중곡점,서울 광진구 천호대로 549 1층
스타벅스 연대점,서울 서대문구 연세로 35 2~4층
스타벅스 삼성도심공항점,서울 강남구 테헤란로87길 33 지상 1층
스타벅스 새문안로점,"서울 종로구 새문안로 92 광화문 오피시아빌딩 1, 2층"
스타벅스 국회대로점,서울 영등포구 국회대로 786
스타벅스 올림픽훼미리점,서울 송파구 중대로 68 훼미리 샤르망 1층
스타벅스 영등포시장교차로점,서울 영등포구 영중로 45
스타벅스 숭례문북창점,서울 중구 세종대로12길 12
스타벅스 천호사거리,서울 강동구 올림픽로 651
스타벅스 서초중앙로점,"서울 서초구 서초중앙로 225 1,2층"
스타벅스 충정타워점,서울 서대문구 서소문로 21 1층
스타벅스 여의도의사당점,서울 영등포구 국회대로74길 12 남중빌딩 1층
스타벅스 가산브이타워점,서울 금천구 가산디지털1로 128
스타벅스 큰길타워,서울 강남구 테헤란로 223 큰길타워 1층
스타벅스 서소문로점,서울 중구 서소문로 120
스타벅스 여의도ABL타워점,서울 영등포구 의사당대로 147 여의도ABL타워 1층
스타벅스 이대ECC점,서울 서대문구 대현동 11-1 이화여자대학교 B415호
스타벅스 동숭길입구점,서울 종로구 대학로 146 혜화동씨티밸리 101호
스타벅스 대치역점,서울 강남구 남부순환로 2936 윈플러스상가 107호
스타벅스 연세세브란스점,서울 중구 통일로 10
스타벅스 회현역점,서울 중구 퇴계로 72 리더스뷰남산 1층
스타벅스 포스코사거리,서울 강남구 테헤란로 505 화진빌딩
스타벅스 을지로한국빌딩점,서울 중구 을지로 50 1층
스타벅스 충정로역점,서울 서대문구 충정로3가 470
스타벅스 예술의전당점,서울 서초구 남부순환로323길 1 1층
스타벅스 목동파라곤점,서울 양천구 목동서로 155 1층
스타벅스 소공로점,서울 중구 남대문로7길 19 삼영빌딩 1층
스타벅스 역삼아레나빌딩점,서울 강남구 언주로 425
스타벅스 역삼포스코점,서울 강남구 테헤란로 134 포스코 P&S타워 1층
스타벅스 대치삼성프라자점,서울 강남구 영동대로 237 1층
스타벅스 성수이마트,서울 성동구 뚝섬로 379
스타벅스 광화문우체국점,서울 종로구 종로 6 1층
스타벅스 숭례문점,서울 중구 세종대로 17 와이즈타워 1층
스타벅스 수서역사거리점,서울 강남구 광평로 280
스타벅스 태평로점,서울 중구 세종대로 72 대영빌딩 1층
스타벅스 마포이마트점,서울 마포구 백범로 212 대우월드마크 공덕이마트2층
스타벅스 여의도파크원R,서울 영등포구 여의대로 108
스타벅스 을지로삼화타워점,서울 중구 을지로5길 16 1층
스타벅스 압구정윤성빌딩점,서울 강남구 논현로 834
스타벅스 신사역성일빌딩점,서울 강남구 강남대로 584 성일빌딩 1층
스타벅스 광장점,서울 광진구 아차산로 537-17 광장힐스테이트아파트 상가동 14호
스타벅스 신촌아트레온점,"서울 서대문구 신촌로 129 1,2층"
스타벅스 여의도IFC몰(L1)R점,서울 영등포구 국제금융로 10
스타벅스 목동트라팰리스점,서울 양천구 오목로 299
스타벅스 봉은사로선정릉점,서울 강남구 봉은사로 446
스타벅스 서울양평역점,서울 영등포구 양평동1가 247 영등포중흥S클래스 상가 1층
스타벅스 종로구청,서울 종로구 삼봉로 71
스타벅스 봉은사역점,서울 강남구 봉은사로 619
스타벅스 W-mall점,서울 금천구 디지털로 188 B1
스타벅스 여의도한양증권점,서울 영등포구 국제금융로6길 7 한양증권빌딩 1층
스타벅스 목동행복한점,서울 양천구 목동동로 309
스타벅스 대한극장점,"서울 중구 퇴계로 212 1,2층"
스타벅스 드림마크원점,서울 구로구 디지털로31길 61 드림마크원데이터센터 1층
스타벅스 목동5단지점,서울 양천구 목동동로 411 부영그린타운3차 116호
스타벅스 명동남산점,서울 중구 퇴계로 132
스타벅스 여의도일신점,서울 영등포구 은행로 11
